"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT04","WT06","WT11"
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-26",,,"0.27","0.0","11.0",,"43","32","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-27",,,"0.30","0.6","9.0",,"43","32","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-28",,,"0.27","0.0","8.0",,"40","32","35",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-29",,,"0.48","0.7","7.0",,"43","31","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-30",,,"0.99","11.2","17.0",,"32","31","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-31",,,"0.03","0.6","16.0",,"33","27","28",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-01",,,"0.29","5.0","20.0",,"29","24","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-02",,,"0.01","0.7","20.0",,"29","15","19",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-03",,,"0.28","4.7","21.0",,"31","15","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-04",,,"0.31","1.7","19.0",,"32","31","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-05",,,"0.24","0.0","17.0",,"34","32","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-06",,,"0.10","0.0","15.0",,"34","32","32",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-07",,,"0.01","0.1","15.0",,"37","31","31",,,"    1",,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-08",,,"0.42","1.0","16.0",,"33","31","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-09",,,"0.08","0.0","15.0",,"37","31","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-10",,,"1.83","0.0","14.0",,"38","32","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-11",,,"0.03","0.0","14.0",,"36","30","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-12",,,"0.83","1.0","15.0",,"37","32","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-13",,,"0.03","0.3","14.0",,"34","30","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-14",,,"0.14","2.9","17.0",,"32","29","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-15",,,"0.38","5.6","21.0",,"31","29","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-16",,,"0.40","5.7","25.0",,"31","27","27",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-17",,,"0.11","1.2","25.0",,"32","25","31",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-18",,,"0.02","0.0","22.0",,"40","31","38",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-19",,,"0.37","0.0","20.0",,"41","33","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-20",,,"0.59","0.0","18.0",,"38","32","36",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-21",,,"0.14","0.0","16.0",,"38","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-22",,,"0.13","2.0","18.0",,"36","30","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-23",,,"0.43","3.1","20.0",,"32","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-24",,,"0.03","0.5","20.0",,"36","28","29",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-25",,,"0.29","4.5","24.0",,"32","28","31",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-26",,,"0.41","0.0","20.0",,"39","31","37",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-27",,,"0.46","0.0","16.0",,"41","33","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-28",,,"0.26","0.0","15.0",,"38","32","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-02-29",,,"0.06","0.2","16.0",,"35","31","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-01",,,"0.66","0.6","16.0",,"38","32","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-02",,,"0.41","1.0","16.0",,"36","32","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-03",,,"0.29","0.8","18.0",,"34","31","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-04",,,"0.03","0.3","18.0",,"35","30","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-05",,,"0.00","0.0","18.0",,"35","24","24",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-06",,,"0.09","1.3","17.0",,"30","18","18",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-07",,,"0.00","0.4","18.0",,"33","13","28",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-08",,,"0.15","2.2","18.0",,"36","26","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-09",,,"0.91","0.6","20.0",,"37","32","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-10",,,"0.46",,"20.0",,"36","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-11",,,"0.12","1.9","21.0",,"31","18","18",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-12",,,"0.00","0.0","22.0",,"28","8","8",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-13",,,"0.00","0.0","22.0",,"31","4","13",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-14",,,"0.00","0.0","22.0",,"44","10","22",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-15",,,"0.00","0.0","20.0",,"47","16","25",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-16",,,"0.00","0.0","20.0",,"38","20","25",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-17",,,"0.00","0.0","20.0",,"45","19","25",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-18",,,"0.00","0.0","20.0",,"39","22","28",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-19",,,"0.00","0.0","19.0",,"52","25","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-20",,,"0.00","0.0","19.0",,"43","24","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-21",,,"0.01","0.0","19.0",,"38","28","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-22",,,"0.04","0.0","19.0",,"48","28","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-23",,,"0.00","0.0","19.0",,"41","21","21",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-24",,,"0.00","0.0","19.0",,"46","18","24",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-25",,,"0.15","0.4","18.0",,"36","20","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-26",,,"0.15","0.4","19.0",,"42","32","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-27",,,"0.15","0.0","17.0",,"34","26","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-28",,,"0.00","0.0","17.0",,"30","24","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-29",,,"0.00","0.0","17.0",,"27","22","22",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-30",,,"0.00","0.0","0.0",,"31","17","17",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-03-31",,,"0.00","0.0","17.0",,"35","10","16",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-01",,,"0.00","0.0","17.0",,"40","10","20",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-02",,,"0.00","0.0","17.0",,"42","14","20",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-03",,,"0.01","0.1","17.0",,"33","17","21",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-04",,,"0.00","0.0","17.0",,"44","14","25",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-05",,,"0.01","0.0","17.0",,"43","19","32",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-06",,,"0.09","0.5",,,"40","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-07",,,"0.05","0.4","17.0",,"39","29","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-08",,,"0.55","0.6","17.0",,"39","32","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-09",,,"0.16","0.6","17.0",,"41","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-10",,,"0.00","0.0","0.0",,"46","24","24",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-11",,,"0.00","0.0","17.0",,"51","19","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-12",,,"0.00","0.0","16.0",,"54","22","35",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-13",,,"0.45","0.0","14.0",,"41","34","36",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-14",,,"0.15","0.0","13.0",,"56","30","30",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-15",,,"0.06","0.0","12.0",,"47","30","37",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-16",,,"0.31","0.0","10.0",,"44","36","36",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-17",,,"0.01","0.0","9.0",,"58","31","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-18",,,"0.00","0.0","8.0",,"61","28","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-19",,,"0.00","0.0","6.0",,"62","28","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-20",,,"0.23","0.0",,,"47","30","38",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-21",,,"0.88","0.0","3.0",,"43","36","39",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-22",,,"1.94","0.0","1.0",,"42","37","38",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-23",,,"0.29","0.0","0.0",,"46","37","39",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-24",,,"0.13","0.0","0.0",,"43","36","37",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-25",,,"0.10","0.0","0.0",,"53","35","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-26",,,"0.22","0.0","0.0",,"48","38","39",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-27",,,"0.78","0.0","0.0",,"49","37","41",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-28",,,"0.26","0.0","0.0",,"47","40","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-29",,,"0.24","0.0","0.0",,"46","39","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-04-30",,,"0.81","0.0","0.0",,"46","37","37",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-01",,,"0.01","0.0","0.0",,"53","32","36",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-02",,,"0.00","0.0","0.0",,"61","35","43",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-03",,,"0.24","0.0","0.0",,"53","42","46",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-04",,,"0.02","0.0","0.0",,"57","34","34",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-05",,,"0.00","0.0","0.0",,"55","30","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-06",,,"0.01","0.0","0.0",,"58","29","44",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-07",,,"0.00","0.0","0.0",,"62","37","38",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-08",,,"0.00","0.0","0.0",,"70","34","39",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-09",,,"0.00","0.0","0.0",,"77","36","45",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-10",,,"0.00","0.0","0.0",,"74","40","44",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-11",,,"0.00","0.0","0.0",,"71","37","39",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-12",,,"0.00","0.0","0.0",,"72","35","42",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-13",,,"0.00","0.0","0.0",,"72","36","47",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-14",,,"0.00","0.0","0.0",,"60","41","47",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-15",,,"0.00","0.0",,,"65","43","43",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-16",,,"0.00","0.0","0.0",,"68","42","42",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-17",,,"0.00","0.0","0.0",,"70","38","47",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-18",,,"0.02","0.0","0.0",,"52","43","44",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-19",,,"1.15","0.0","0.0",,"50","44","44",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-20",,,"0.02","0.0","0.0",,"56","38","38",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-21",,,"0.00","0.0","0.0",,"63","35","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-22",,,"0.00","0.0","0.0",,"63","38","48",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-23",,,"0.07","0.0","0.0",,"61","44","48",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-24",,,"0.79","0.0","0.0",,"55","43","43",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-25",,,"0.24","0.0","0.0",,"55","42","43",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-26",,,"0.09","0.0","0.0",,"54","40","40",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-27",,,"0.00","0.0","0.0",,"64","34","41",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-28",,,"0.01","0.0","0.0",,"68","37","46",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-29",,,"0.00","0.0","0.0",,"69","41","49",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-30",,,"0.06","0.0","0.0",,"64","47","47",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-05-31",,,"0.34","0.0","0.0",,"55","45","46",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-01",,,,,,,"37","31",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-02",,,,,,,"36","29",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-03","    3","0.71",,"0.6","2.0",,"32","21","26",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-04",,,"0.03","1.2","3.0",,"27","19","22",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-05",,,"0.06","0.9","3.0",,"22","17","22",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-06",,,"0.13","3.2","5.0",,"27","12","17",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-07",,,"0.70","13.6","18.0",,"18","16","18",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-08",,,"0.19","3.2","21.0",,"19","16","19",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-09",,,"0.01","0.8","21.0",,"21","13","19",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-10",,,"0.00","0.0","21.0",,"19","12","12",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-11",,,"0.00","0.0","20.0",,"13","8","8",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-12",,,"0.00","0.0","19.0",,"14","7","8",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-13",,,"0.00","0.0","19.0",,"15","1","10",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-14",,,"0.00","0.0","18.0",,"13","3","5",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-15",,,"0.00","0.0","17.0",,"14","5","7",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-16",,,"0.00","0.0","17.0",,"13","6","12",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-17",,,"0.00","0.0","17.0",,"13","7","9",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-18",,,,,,,"15","8",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-19",,,,,,,"20","15",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-20",,,,,,,"19",,,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-21",,,,,,,"21",,,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-22",,,,,,,"25","17",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-23",,,,,,,"30","25",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-24",,,,,,,"32","30",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-25","    8","3.81",,"21.3","36.0",,"34","29","29",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-26",,,"1.82","19.1","53.0",,"31","26","27",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-27",,,"0.51","0.3","42.0",,"35","26","35",,,,"    1",,
"USC00500363","ANNEX CREEK, AK US","2020-01-29",,,,,,,"41","31",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-30",,,,,,,"36","30",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-01-31",,,,,,,"32","25",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-01",,,,,,,"32","25",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-02",,,,,,,"27","20",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-03",,,,,,,"27","13",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-04",,,,,,,"21","14",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-05",,,,,,,"39","21",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-06",,,,,,,"39","35",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-07",,,,,,,"39","32",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-08","   12","5.47",,"9.5","31.0",,"39","27","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-09",,,"0.46","0.0","29.0",,"39","33","39",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-10",,,"1.38","0.0","26.0",,"40","33","40",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-11",,,"0.73","0.0","24.0",,"41","31","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-12",,,"0.49","2.2","25.0",,"38","30","34",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-13",,,"0.59","0.0","25.0",,"37","32","32",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-02-14",,,"0.41","3.8","27.0",,"34","24","24",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-15",,,"0.32","4.1","30.0",,"24","21","24",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-16",,,"0.69","8.2","37.0",,"24","20","21",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-17",,,"0.24","4.7","40.0",,"22",,"19",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-18",,,"0.24","1.2","40.0",,"32",,"32",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-19",,,,,,,"39","31",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-20","    2","0.36",,"0.0","38.0",,"38","34","36",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-02-21",,,"0.32","0.0","27.0",,"39","34","37",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-22",,,"0.39","2.1","28.0",,"37","31","34",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-23",,,"0.14","2.3","30.0",,"35","29","29",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-24",,,"0.21","4.4","32.0",,"31","27","31",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-25",,,"0.49","5.4","35.0",,"35","26","26",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-26",,,"0.67","6.7","40.0",,"28","25","28",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-27",,,,,,,"40","28",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-28","    2","1.36",,"0.0","28.0",,"39","32","37",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-02-29",,,"0.16","0.0","26.0",,"38","31","31",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-01",,,"0.26","0.0","25.0",,"36","29","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-02",,,"1.01","0.0","24.0",,"39","35","38",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-03",,,"0.64","0.0","22.0",,"38","33","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-04",,,"0.28","0.4","21.0",,"36","30","36",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-05",,,"0.00","0.0","21.0",,"36","30","32",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-06",,,"0.04","0.3","21.0",,"34","19","21",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-07",,,"0.00","0.0","21.0",,"24","13","22",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-08",,,"0.15","3.3","23.0",,"29","22","29",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-09",,,,,,,"37","22",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-10","    2","1.45",,"7.3","29.0",,"38","31","33",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-11",,,"0.28","2.6","30.0",,"37","29","30",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-12",,,,,,,"31","16",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-13","    2","0.00",,"0.0","30.0",,"26","17","26",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-14",,,"0.00","0.0","30.0",,"32","24","32",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-15",,,"0.00","0.0","28.0",,"35","24","32",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-16",,,"0.00","0.0","26.0",,"39","24","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-17",,,"0.00","0.0","25.0",,"37","24","32",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-18",,,"0.00","0.0","24.0",,"39","25","30",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-19",,,"0.00","0.0","23.0",,"45","30","45",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-20",,,"0.00","0.0","21.0",,"50","28","38",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-21",,,"0.00","0.0","21.0",,"42","28","33",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-22",,,"0.00","0.0","20.0",,"40","31","39",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-23",,,"0.00","0.0","18.0",,"48","31","38",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-24",,,"0.00","0.0","17.0",,"40","23","29",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-25",,,"0.00","0.0","17.0",,"36","25","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-26",,,"0.33","0.0","16.0",,"38","32","35",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-03-27",,,"0.26","0.5","16.0",,"40","30","30",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-28",,,"0.00","0.0","16.0",,"30","23","25",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-29",,,"0.00","0.0","16.0",,"28","18","20",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-30",,,"0.00","0.0","16.0",,"22","16","22",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-03-31",,,"0.00","0.0","16.0",,"26","17","26",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-01",,,"0.00","0.0","15.0",,"31","23","31",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-02",,,"0.00","0.0","14.0",,"38","25","36",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-03",,,"0.00","0.0","13.0",,"41","21","26",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-04",,,"0.00","0.0","13.0",,"29","19","29",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-05",,,"0.00","0.0","13.0",,"36","21","31",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-06",,,"0.08","0.0","13.0",,"39","31","37",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-07",,,"0.01","0.5","13.0",,"43","29","34",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-08",,,"0.87","4.2","16.0",,"38","31","36",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-09",,,"0.27","0.0","15.0",,"39","32","39",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-10",,,"0.02","0.0","14.0",,"42","28","41",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-11",,,"0.00","0.0","12.0",,"46","25","35",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-12",,,"0.00","0.0","10.0",,"43","27","38",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-13",,,"0.01","0.0","8.0",,"45","37","39",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-14",,,"0.99","0.0","6.0",,"41","36","40",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-15",,,"0.03","0.0","5.0",,"50","33","38",,,,,,
